id_match,formations,score,goals,goals_past,total_shots,shots_on_target,shots_off_target,blocked_shots,total_possession,total_passes,accurate_passes,pass_success,key_passes,dribbles_attempted,dribbles,dribbles_past,dribbles_success,aerials_won,aerial_success,offensive_aerials,defensive_aerials,tackles,tackle_success,tackles_attempted,clearances,interceptions,corners,win,draw,lose
973,3/5/2002,0 - 1,0,1,15,2,7,6,53.4,477,382,80,13,16,10,10,63,21,51,19,22,22,69,32,16,6,7,0,0,1
973,4/3/2003,0 - 1,1,0,17,9,5,3,46.6,423,325,77,10,18,10,10,56,20,49,22,19,19,66,29,17,8,4,1,0,0
974,5/3/2002,2-Jan,2,1,9,5,3,1,29.5,235,141,60,6,13,7,7,54,18,51,19,16,9,56,16,32,12,4,1,0,0
974,3-4-2-1,2-Jan,1,2,24,7,6,11,70.5,545,456,84,19,12,7,7,58,17,49,16,19,10,59,17,11,4,17,0,0,1
975,3/5/2002,1-Feb,2,1,17,6,5,6,60.5,640,570,89,8,20,13,5,65,15,56,20,7,14,74,19,23,10,5,1,0,0
975,4/3/2003,1-Feb,1,2,5,2,3,0,39.5,415,340,82,5,10,5,13,50,12,44,7,20,13,50,26,23,8,3,0,0,1
976,4-2-3-1,Jan-00,1,0,22,5,9,8,68.8,709,639,90,19,9,6,7,67,14,48,16,13,13,65,20,8,4,13,1,0,0
976,4/4/2002,Jan-00,0,1,11,1,6,4,31.2,322,245,76,7,9,7,6,78,15,52,13,16,9,60,15,25,11,0,0,0,1
977,4-2-3-1,4-Mar,3,4,19,7,3,9,52.3,420,338,80,14,7,3,7,43,13,59,13,9,20,74,27,14,7,8,0,0,1
977,4-4-1-1,4-Mar,4,3,14,5,3,6,47.7,388,327,84,7,15,7,3,47,9,41,9,13,9,75,12,14,11,1,1,0,0
978,3-4-2-1,Apr-00,4,0,9,6,2,1,45.4,384,288,75,6,11,7,6,64,16,43,25,12,11,65,17,14,10,1,1,0,0
978,4/3/2003,Apr-00,0,4,10,3,5,2,54.6,454,355,78,9,8,6,7,75,21,57,12,25,11,61,18,11,3,5,0,0,1
979,5/4/2001,6-Feb,2,6,8,4,3,1,39.5,413,320,77,7,22,9,17,41,15,45,17,16,17,50,34,15,6,2,0,0,1
979,3-4-2-1,6-Feb,6,2,21,7,3,11,60.5,633,543,86,16,25,17,9,68,18,55,16,17,20,69,29,11,14,5,1,0,0
980,4-2-3-1,0 - 3,3,0,18,8,5,5,61.6,634,559,88,14,26,20,10,77,10,53,6,13,16,62,26,11,10,7,1,0,0
980,4-3-2-1,0 - 3,0,3,9,3,4,2,38.4,387,313,81,9,20,10,20,50,9,47,13,6,18,47,38,17,5,1,0,0,1
981,4/3/2003,0 - 0,0,0,12,6,2,4,36.2,366,274,75,9,11,5,4,45,16,64,18,7,12,75,16,11,20,6,0,1,0
981,3/5/2002,0 - 0,0,0,11,3,7,1,63.8,660,563,85,11,7,4,5,57,9,36,7,18,16,76,21,9,9,4,0,1,0
982,4-2-3-1,0 - 2,2,0,14,5,6,3,61.4,639,550,86,11,11,11,9,100,13,68,5,14,18,67,27,10,13,4,1,0,0
982,3-1-4-2,0 - 2,0,2,12,5,6,1,38.6,397,318,80,8,17,9,11,53,6,32,14,5,5,31,16,13,13,1,0,0,1
983,4/3/2003,Jun-00,6,0,22,12,6,4,73.5,752,685,91,16,16,9,3,56,9,75,6,6,6,67,9,5,8,4,1,0,0
983,4-3-1-2,Jun-00,0,6,3,0,3,0,26.5,269,203,75,2,9,3,9,33,3,25,6,6,13,59,22,22,14,0,0,0,1
984,4/4/2002,Feb-00,2,0,14,4,6,4,66.8,671,592,88,8,17,9,14,53,17,63,13,14,23,62,37,13,14,7,1,0,0
984,3/5/2002,Feb-00,0,2,16,3,8,5,33.2,328,264,80,15,23,14,9,61,10,37,14,13,15,63,24,22,10,7,0,0,1
985,4-2-3-1,2-Jan,1,2,25,8,11,6,60.4,492,411,84,21,29,16,11,55,18,50,22,14,11,50,22,6,8,10,0,0,1
985,4/3/2003,2-Jan,2,1,10,6,3,1,39.6,329,249,76,9,13,11,16,85,18,50,14,22,19,54,35,22,11,1,1,0,0
986,4-2-3-1,Jan-00,1,0,15,7,4,4,56.8,536,434,81,12,18,6,6,33,21,51,11,30,7,54,13,13,10,1,1,0,0
986,3/5/2002,Jan-00,0,1,8,2,3,3,43.2,386,286,74,7,8,6,6,75,20,49,30,11,25,81,31,11,12,1,0,0,1
987,3/5/2002,0 - 3,0,3,6,1,3,2,26.5,306,244,80,5,9,6,5,67,8,36,15,7,11,69,16,13,10,3,0,0,1
987,4/3/2003,0 - 3,3,0,15,8,3,4,73.5,878,810,92,14,11,5,6,45,14,64,7,15,9,60,15,13,6,7,1,0,0
988,4-2-3-1,2-Jan,1,2,11,3,6,2,36.8,289,184,64,7,7,6,12,86,21,51,21,20,15,56,27,30,11,3,0,0,1
988,3-4-2-1,2-Jan,2,1,20,12,4,4,63.2,499,403,81,14,17,12,6,71,20,49,20,21,2,25,8,17,10,10,1,0,0
989,4-2-3-1,4-Feb,2,4,13,5,6,2,56.3,432,337,78,11,4,3,14,75,11,44,16,9,14,50,28,22,4,9,0,0,1
989,3-4-2-1,4-Feb,4,2,21,6,12,3,43.7,345,262,76,14,22,14,3,64,14,56,9,16,16,84,19,24,17,7,1,0,0
990,4-3-2-1,1-Jan,1,1,14,3,5,6,48.9,370,287,78,11,20,12,8,60,16,48,13,20,13,62,21,22,5,6,0,1,0
990,4-3-2-1,1-Jan,1,1,18,6,7,5,51.1,396,313,79,12,12,8,12,67,17,52,20,13,18,60,30,23,13,5,0,1,0
991,4/3/2003,1-Jan,1,1,16,6,7,3,59.7,383,297,78,13,14,10,5,71,27,53,24,27,20,80,25,17,5,4,0,1,0
991,3/5/2002,1-Jan,1,1,12,3,4,5,40.3,244,163,67,9,18,5,10,28,24,47,27,24,9,47,19,20,9,6,0,1,0
992,4-3-2-1,4-Feb,2,4,16,7,6,3,58.4,499,414,83,14,14,9,4,64,14,50,14,14,10,71,14,6,16,2,0,0,1
992,3-4-1-2,4-Feb,4,2,16,8,5,3,41.6,352,274,78,12,8,4,9,50,14,50,14,14,15,63,24,17,13,3,1,0,0
993,4/3/2003,0 - 0,0,0,10,3,3,4,51.1,311,178,57,9,19,8,11,42,37,58,37,27,24,69,35,18,7,10,0,1,0
993,3/5/2002,0 - 0,0,0,2,0,2,0,48.9,312,182,58,1,20,11,8,55,27,42,27,37,22,73,30,29,6,4,0,1,0
994,3-4-2-1,1-Feb,2,1,14,6,6,2,56.1,441,325,74,12,7,3,4,43,25,57,17,27,14,78,18,18,12,7,1,0,0
994,5/3/2002,1-Feb,1,2,8,2,4,2,43.9,356,230,65,7,9,4,3,44,19,43,27,17,19,86,22,18,16,2,0,0,1
995,3/5/2002,1-Feb,2,1,24,12,4,8,70.5,679,596,88,19,9,4,9,44,24,67,21,15,16,64,25,7,4,6,1,0,0
995,3/5/2002,1-Feb,1,2,3,3,0,0,29.5,286,209,73,2,16,9,4,56,12,33,15,21,11,73,15,39,14,0,0,0,1
996,4/3/2003,0 - 0,0,0,9,1,5,3,61.2,687,602,88,8,17,9,11,53,11,48,8,15,18,62,29,4,5,4,0,1,0
996,3-4-1-2,0 - 0,0,0,6,2,2,2,38.8,445,365,82,6,18,11,9,61,12,52,15,8,14,61,23,21,15,1,0,1,0
997,4-2-3-1,0 - 0,0,0,14,4,5,5,46.6,450,368,82,9,23,15,8,65,8,35,13,10,21,72,29,12,8,4,0,1,0
997,4/4/2002,0 - 0,0,0,8,0,6,2,53.4,529,451,85,6,17,8,15,47,15,65,10,13,16,52,31,22,12,1,0,1,0
998,4-2-3-1,1-Apr,4,1,26,14,4,8,81.8,934,870,93,19,18,12,5,67,8,42,14,5,11,69,16,3,1,10,1,0,0
998,4/5/2001,1-Apr,1,4,1,1,0,0,18.2,209,136,65,1,10,5,12,50,11,58,5,14,13,52,25,27,9,0,0,0,1
999,4-3-1-2,Jan-00,0,1,8,0,5,3,58.4,494,394,80,7,11,6,4,55,25,66,19,19,10,71,14,10,13,4,0,0,1
999,4-1-4-1,Jan-00,1,0,7,2,3,2,41.6,354,253,71,4,5,4,6,80,13,34,19,19,8,57,14,18,12,2,1,0,0
1000,4/3/2003,1-Jan,1,1,6,1,2,3,49.7,409,307,75,6,3,0,11,0,22,54,18,23,12,52,23,15,6,3,0,1,0
1000,3-4-2-1,1-Jan,1,1,21,6,10,5,50.3,405,319,79,16,19,11,0,58,19,46,23,18,9,100,9,12,6,4,0,1,0
1001,4-2-3-1,2-Jan,1,2,10,3,3,4,60.5,580,486,84,7,13,5,7,38,15,37,20,21,13,65,20,9,11,3,0,0,1
1001,3-1-4-2,2-Jan,2,1,7,4,2,1,39.5,381,287,75,5,14,7,5,50,26,63,21,20,16,76,21,23,12,1,1,0,0
1002,3-4-1-2,0 - 0,0,0,12,2,7,3,60.2,514,423,82,11,10,9,16,90,19,68,21,7,15,48,31,17,14,3,0,1,0
1002,4-3-2-1,0 - 0,0,0,15,4,7,4,39.8,334,243,73,13,21,16,9,76,9,32,7,21,6,40,15,24,9,5,0,1,0
1003,4/3/2003,0 - 3,3,0,12,7,5,0,50,495,421,85,9,9,6,3,67,6,46,4,9,11,79,14,13,10,3,1,0,0
1003,4/3/2003,0 - 3,0,3,9,3,5,1,50,479,417,87,8,4,3,6,75,7,54,9,4,10,63,16,7,11,4,0,0,1
1004,3/5/2002,2-Jan,1,2,11,5,2,4,46,349,294,84,9,9,3,12,33,9,47,12,7,16,57,28,10,8,6,0,0,1
1004,4-2-3-1,2-Jan,2,1,10,3,3,4,54,430,360,84,7,18,12,3,67,10,53,7,12,16,84,19,19,9,4,1,0,0
1005,4/3/2003,Feb-00,2,0,11,8,3,0,46.7,436,342,78,9,13,10,11,77,21,55,15,23,25,69,36,23,16,6,1,0,0
1005,3-4-2-1,Feb-00,0,2,13,1,6,6,53.3,485,394,81,6,16,11,10,69,17,45,23,15,10,50,20,12,11,5,0,0,1
1006,3-4-1-2,0 - 0,0,0,23,3,14,6,63,480,374,78,20,28,17,12,61,28,53,23,30,16,57,28,19,10,6,0,1,0
1006,4-2-3-1,0 - 0,0,0,10,3,2,5,37,284,161,57,6,19,12,17,63,25,47,29,24,18,51,35,25,11,4,0,1,0
1007,4-2-3-1,2-Feb,2,2,13,2,4,7,43.4,357,274,77,5,13,5,11,38,12,36,12,21,18,62,29,22,8,6,0,1,0
1007,4-3-2-1,2-Feb,2,2,9,5,1,3,56.6,470,360,77,6,21,11,5,52,21,64,21,12,13,72,18,15,9,5,0,1,0
1008,4-2-3-1,Apr-00,0,4,26,9,9,8,61,496,420,85,18,24,18,7,75,11,55,14,6,6,46,13,11,6,9,0,0,1
1008,4-3-1-2,Apr-00,4,0,11,7,3,1,39,324,247,76,8,9,7,18,78,9,45,6,14,16,47,34,22,18,3,1,0,0
1009,3/5/2002,Feb-00,2,0,11,3,5,3,41.3,295,199,67,7,18,10,2,56,23,43,32,21,12,86,14,17,9,8,1,0,0
1009,3-4-2-1,Feb-00,0,2,5,1,3,1,58.7,427,322,75,3,6,2,10,33,30,57,21,32,14,58,24,25,10,3,0,0,1
1010,4/3/2003,0 - 2,0,2,7,3,4,0,33.6,363,282,78,5,15,8,8,53,14,56,13,12,14,64,22,19,17,2,0,0,1
1010,4-2-3-1,0 - 2,2,0,16,6,6,4,66.4,738,640,87,13,12,8,8,67,11,44,12,13,17,68,25,7,4,6,1,0,0
1011,3-4-1-2,1-Jan,1,1,21,3,10,8,52.8,523,430,82,18,22,11,5,50,16,38,23,19,14,74,19,18,16,8,0,1,0
1011,4/3/2003,1-Jan,1,1,15,6,8,1,47.2,468,375,80,14,14,5,11,36,26,62,19,23,13,54,24,20,11,8,0,1,0
1012,4-3-1-2,1-Jan,1,1,15,5,6,4,45.5,331,229,69,8,5,1,4,20,22,48,25,21,14,78,18,18,6,6,0,1,0
1012,3-1-4-2,1-Jan,1,1,17,5,3,9,54.5,386,286,74,12,9,4,1,44,24,52,21,25,9,90,10,21,11,4,0,1,0
1013,4-2-3-1,1-Jan,1,1,15,5,9,1,50.1,345,247,72,11,20,10,11,50,22,39,26,30,18,62,29,18,9,5,0,1,0
1013,4-3-2-1,1-Jan,1,1,12,4,7,1,49.9,349,246,70,6,21,11,10,52,34,61,30,26,14,58,24,25,9,4,0,1,0
1014,3/5/2002,Apr-00,0,4,21,6,10,5,56.6,459,351,76,13,19,11,16,58,18,56,23,9,24,60,40,5,14,7,0,0,1
1014,3-4-2-1,Apr-00,4,0,6,5,1,0,43.4,359,244,68,4,25,16,11,64,14,44,9,23,13,54,24,28,12,2,1,0,0
1015,4/3/2003,Mar-00,3,0,12,6,3,3,55.7,588,524,89,9,20,13,9,65,5,29,11,6,13,59,22,6,9,5,1,0,0
1015,3/5/2002,Mar-00,0,3,11,3,5,3,44.3,467,404,87,10,15,9,13,60,12,71,6,11,11,46,24,13,7,3,0,0,1
1016,4-2-3-1,Jan-00,1,0,15,7,5,3,50.2,461,381,83,12,22,10,5,45,12,57,10,11,16,76,21,5,13,4,1,0,0
1016,4-4-1-1,Jan-00,0,1,4,1,1,2,49.8,468,390,83,2,11,5,10,45,9,43,11,10,17,63,27,17,13,0,0,0,1
1017,3/5/2002,1-Jan,1,1,8,2,5,1,52.1,535,475,89,5,10,4,2,40,8,47,8,9,10,83,12,7,15,2,0,1,0
1017,4-2-3-1,1-Jan,1,1,13,4,6,3,47.9,496,428,86,8,6,2,4,33,9,53,9,8,12,75,16,13,10,4,0,1,0
1018,3-4-1-2,2-Feb,2,2,13,8,2,3,53.8,451,358,79,8,20,10,11,50,17,71,15,9,25,69,36,8,10,3,0,1,0
1018,4/3/2003,2-Feb,2,2,12,3,6,3,46.2,396,315,80,8,27,11,10,41,7,29,9,15,13,57,23,24,7,4,0,1,0
1019,4-2-3-1,2-Jan,1,2,9,1,5,3,33.3,238,171,72,5,11,5,5,45,12,57,13,8,15,75,20,16,11,4,0,0,1
1019,4/3/2003,2-Jan,2,1,21,4,11,6,66.7,469,388,83,15,12,5,5,42,9,43,8,13,16,76,21,9,5,9,1,0,0
1020,3-4-2-1,2-Jan,1,2,14,2,10,2,67.2,472,365,77,13,16,11,0,69,33,48,43,26,14,100,14,13,9,8,0,0,1
1020,4-3-1-2,2-Jan,2,1,5,2,2,1,32.8,232,127,55,4,5,0,11,0,36,52,26,43,21,66,32,21,8,4,1,0,0
1021,4-2-3-1,3-Jan,3,1,6,5,1,0,44.4,444,347,78,4,14,5,11,36,8,42,5,14,19,63,30,27,13,1,1,0,0
1021,3-4-1-2,3-Jan,1,3,19,3,10,6,55.6,540,458,85,13,22,11,5,50,11,58,14,5,16,76,21,8,13,9,0,0,1
1022,4/3/2003,Jan-00,1,0,24,11,11,2,62.6,536,481,90,19,17,9,5,53,7,47,8,7,19,79,24,12,6,5,1,0,0
1022,4-3-1-2,Jan-00,0,1,5,1,4,0,37.4,316,259,82,2,15,5,9,33,8,53,7,8,10,53,19,18,3,0,0,0,1
1023,4-2-3-1,Jan-00,0,1,7,4,2,1,52.8,403,249,62,4,21,9,7,43,24,44,31,24,20,74,27,12,12,5,0,0,1
1023,3-4-2-1,Jan-00,1,0,7,3,3,1,47.2,369,232,63,6,15,7,9,47,31,56,24,31,18,67,27,27,16,2,1,0,0
1024,4-2-3-1,0 - 1,0,1,22,5,11,6,54,493,416,84,15,19,10,3,53,17,53,18,14,16,84,19,4,5,8,0,0,1
1024,3/5/2002,0 - 1,1,0,5,1,2,2,46,436,366,84,4,11,3,10,27,15,47,14,18,23,70,33,37,10,1,1,0,0
1025,4-2-3-1,1-Feb,1,2,20,5,8,7,46.8,537,486,91,13,16,9,6,56,6,55,3,8,9,60,15,13,4,3,0,0,1
1025,4/3/2003,1-Feb,2,1,14,5,6,3,53.2,608,549,90,13,10,6,9,60,5,45,8,3,20,69,29,14,12,4,1,0,0
1026,4-2-3-1,0 - 0,0,0,33,7,14,12,54,414,335,81,25,21,19,16,90,27,77,18,17,34,68,50,11,7,9,0,1,0
1026,3/5/2002,0 - 0,0,0,8,4,3,1,46,375,296,79,7,31,16,19,52,8,23,17,18,13,41,32,41,17,2,0,1,0
1027,3-4-2-1,0 - 1,0,1,14,3,9,2,52.7,346,249,72,12,15,4,5,27,34,56,44,17,10,67,15,8,8,9,0,0,1
1027,3-4-2-1,0 - 1,1,0,8,5,3,0,47.3,334,247,74,6,9,5,4,56,27,44,17,44,18,82,22,42,20,2,1,0,0
1028,4-1-3-2,0 - 1,0,1,8,3,1,4,48.6,451,354,78,7,9,5,2,56,13,50,14,12,15,88,17,13,10,4,0,0,1
1028,3-4-2-1,0 - 1,1,0,6,1,3,2,51.4,479,396,83,1,11,2,5,18,13,50,12,14,14,74,19,15,11,4,1,0,0
1029,4/3/2003,Jan-00,1,0,11,5,2,4,52.1,400,303,76,8,13,9,6,69,15,48,16,15,17,74,23,13,16,5,1,0,0
1029,4/3/2003,Jan-00,0,1,14,3,6,5,47.9,379,292,77,9,12,6,9,50,16,52,15,16,11,55,20,14,10,2,0,0,1
1030,3/5/2002,1-May,5,1,24,11,8,5,51.2,439,371,85,16,23,16,7,70,8,57,10,4,18,72,25,9,10,2,1,0,0
1030,3-5-1-1,1-May,1,5,6,3,2,1,48.8,423,332,78,6,16,7,16,44,6,43,4,10,23,59,39,14,13,2,0,0,1
1031,3/5/2002,Feb-00,2,0,19,4,8,7,52.3,498,413,83,17,19,11,9,58,8,50,5,11,11,55,20,11,11,6,1,0,0
1031,4-1-3-2,Feb-00,0,2,9,2,4,3,47.7,459,380,83,8,12,9,11,75,8,50,11,5,20,65,31,17,13,0,0,0,1
1032,4/4/2002,2-Jan,2,1,20,6,9,5,59.7,487,397,82,9,10,5,2,50,22,61,9,27,11,85,13,14,9,4,1,0,0
1032,3/5/2002,2-Jan,1,2,4,1,2,1,40.3,327,226,69,3,5,2,5,40,14,39,27,9,14,74,19,19,8,1,0,0,1
1033,4-2-3-1,0 - 0,0,0,11,5,2,4,42.7,318,221,69,8,11,5,8,45,13,45,19,10,20,71,28,24,10,4,0,1,0
1033,4-3-1-2,0 - 0,0,0,15,4,8,3,57.3,413,310,75,9,17,8,5,47,16,55,10,19,19,79,24,10,6,5,0,1,0
1034,4-2-3-1,4-Jan,1,4,15,4,7,4,42.8,387,303,78,13,11,5,11,45,21,66,19,13,27,71,38,25,11,3,0,0,1
1034,4-3-2-1,4-Jan,4,1,17,11,5,1,57.2,538,443,82,10,24,11,5,46,11,34,13,19,20,80,25,33,4,6,1,0,0
1035,3/5/2002,Feb-00,2,0,18,6,8,4,47.5,397,299,75,15,12,8,11,67,15,47,23,9,24,69,35,8,12,10,1,0,0
1035,3-4-2-1,Feb-00,0,2,9,3,3,3,52.5,455,368,81,8,22,11,8,50,17,53,9,23,15,65,23,32,9,2,0,0,1
1036,4/3/2003,3-Feb,3,2,11,4,5,2,50.5,500,425,85,9,20,14,5,70,14,48,16,13,19,79,24,12,8,2,1,0,0
1036,4/3/2003,3-Feb,2,3,15,3,8,4,49.5,492,415,84,11,9,5,14,56,15,52,13,16,10,42,24,11,7,3,0,0,1
1037,3-4-2-1,1-Feb,2,1,17,7,5,5,66.7,512,435,85,15,18,10,7,56,11,44,7,18,25,78,32,4,13,9,1,0,0
1037,3/5/2002,1-Feb,1,2,6,3,3,0,33.3,261,193,74,5,19,7,10,37,14,56,18,7,13,57,23,17,11,2,0,0,1
1038,4-2-3-1,1-Feb,2,1,14,7,6,1,50.2,487,412,85,12,21,15,17,71,5,38,8,5,22,56,39,24,11,8,1,0,0
1038,3-4-2-1,1-Feb,1,2,15,4,7,4,49.8,465,398,86,13,27,17,15,63,8,62,5,8,16,52,31,9,9,8,0,0,1
1039,3-4-2-1,0 - 0,0,0,14,3,4,7,43.6,330,246,75,13,13,8,7,62,20,48,21,21,18,72,25,23,12,6,0,1,0
1039,4-2-3-1,0 - 0,0,0,14,3,1,10,56.4,429,338,79,10,19,7,8,37,22,52,21,21,13,62,21,11,3,5,0,1,0
1040,4-3-2-1,2-Jan,1,2,9,4,3,2,53.4,352,270,77,5,17,9,8,53,11,52,12,9,24,75,32,24,7,7,0,0,1
1040,3/5/2002,2-Jan,2,1,16,5,7,4,46.6,297,222,75,11,19,8,9,42,10,48,9,12,20,69,29,14,9,11,1,0,0
1041,3/5/2002,2-Feb,2,2,10,3,5,2,55.1,431,349,81,8,21,7,8,33,15,68,9,13,16,67,24,12,5,2,0,1,0
1041,3/5/2002,2-Feb,2,2,17,5,9,3,44.9,345,276,80,14,19,8,7,42,7,32,13,9,19,73,26,15,7,4,0,1,0
1042,4-3-1-2,2-Mar,3,2,17,7,6,4,40.3,342,263,77,14,18,10,15,56,6,30,8,12,10,40,25,23,15,10,1,0,0
1042,4-2-3-1,2-Mar,2,3,16,2,8,6,59.7,518,424,82,16,22,15,10,68,14,70,12,8,21,68,31,13,21,7,0,0,1
1043,3/5/2002,Jan-00,0,1,11,1,5,5,44.4,310,162,52,9,13,6,5,46,38,47,45,36,16,76,21,24,16,3,0,0,1
1043,4-2-3-1,Jan-00,1,0,13,2,5,6,55.6,384,220,57,12,12,5,6,42,43,53,36,45,17,74,23,14,6,3,1,0,0
1044,3-4-2-1,1-Jan,1,1,12,1,6,5,57.7,487,385,79,7,18,10,6,56,26,63,15,26,4,40,10,19,14,4,0,1,0
1044,4-1-4-1,1-Jan,1,1,4,3,1,0,42.3,344,235,68,1,9,6,10,67,15,37,26,15,14,58,24,15,7,5,0,1,0
1045,3/5/2002,1-Mar,3,1,11,8,2,1,44.6,437,367,84,7,18,9,8,50,10,56,11,7,13,62,21,14,12,4,1,0,0
1045,3-4-2-1,1-Mar,1,3,9,2,3,4,55.4,557,483,87,6,13,8,9,62,8,44,7,11,13,59,22,12,15,3,0,0,1
1046,4/3/2003,2-Jan,1,2,7,2,3,2,46.4,410,323,79,6,18,6,21,33,13,52,8,17,8,28,29,30,9,2,0,0,1
1046,4-2-3-1,2-Jan,2,1,25,8,8,9,53.6,452,361,80,17,23,21,6,91,12,48,17,8,24,80,30,6,11,8,1,0,0
1047,3/5/2002,1-Feb,2,1,10,4,3,3,27.6,216,139,64,6,17,14,7,82,28,80,18,17,15,68,22,19,6,6,1,0,0
1047,4/3/2003,1-Feb,1,2,8,3,3,2,72.4,575,493,86,5,13,7,14,54,7,20,17,18,9,39,23,6,4,4,0,0,1
1048,4-2-3-1,2-Jan,1,2,22,7,6,9,63.5,666,603,91,18,10,6,6,60,7,58,6,6,13,68,19,10,7,6,0,0,1
1048,4/4/2002,2-Jan,2,1,10,5,3,2,36.5,372,311,84,8,14,6,6,43,5,42,6,6,12,67,18,24,10,4,1,0,0
1049,5/4/2001,1-Feb,1,2,7,2,2,3,44.2,408,294,72,3,6,4,5,67,21,46,30,16,6,55,11,10,7,6,0,0,1
1049,3-4-2-1,1-Feb,2,1,15,6,4,5,55.8,510,416,82,11,9,5,4,56,25,54,16,30,10,71,14,19,12,5,1,0,0
1050,4/3/2003,3-Jan,1,3,8,2,3,3,39.8,410,319,78,5,22,11,10,50,21,55,21,17,21,68,31,22,14,0,0,0,1
1050,3-4-1-2,3-Jan,3,1,19,5,10,4,60.2,616,508,82,15,20,10,11,50,17,45,17,21,19,63,30,10,11,7,1,0,0
1051,3-4-2-1,2-Jan,1,2,17,4,9,4,56.1,498,392,79,13,24,17,6,71,31,67,28,18,17,74,23,6,8,11,0,0,1
1051,3-4-2-1,2-Jan,2,1,21,6,9,6,43.9,409,314,77,17,14,6,17,43,15,33,18,28,21,55,38,31,8,1,1,0,0
1052,3/5/2002,Jan-00,1,0,16,8,4,4,36.4,287,188,66,13,19,12,13,63,20,50,25,15,32,71,45,19,15,3,1,0,0
1052,4-2-3-1,Jan-00,0,1,8,2,4,2,63.6,512,403,79,8,23,13,12,57,20,50,15,25,18,60,30,13,10,3,0,0,1
1053,4/3/2003,Jan-00,1,0,22,6,9,7,69.3,571,505,88,12,14,8,5,57,7,41,7,10,14,74,19,9,4,5,1,0,0
1053,4/3/2003,Jan-00,0,1,3,1,0,2,30.7,253,181,72,1,17,5,8,29,10,59,10,7,15,65,23,16,12,0,0,0,1
1054,4/3/2003,1-Jan,1,1,23,4,14,5,51.3,392,335,85,16,18,12,8,67,13,68,9,10,18,69,26,9,6,4,0,1,0
1054,3/5/2002,1-Jan,1,1,9,2,6,1,48.7,388,321,83,8,15,8,12,53,6,32,10,9,10,45,22,15,12,5,0,1,0
1055,4/3/2003,1-Jan,1,1,10,4,3,3,48.2,469,397,85,5,11,3,7,27,11,41,11,16,18,72,25,14,4,9,0,1,0
1055,3-4-2-1,1-Jan,1,1,12,4,3,5,51.8,512,450,88,6,15,7,3,47,16,59,16,11,12,80,15,33,11,7,0,1,0
1056,4-3-2-1,Feb-00,0,2,7,1,5,1,40.9,344,252,73,5,16,8,18,50,11,35,16,15,30,63,48,13,3,1,0,0,1
1056,4/3/2003,Feb-00,2,0,10,5,4,1,59.1,497,411,83,7,35,18,8,51,20,65,15,16,19,70,27,8,8,4,1,0,0
1057,4/3/2003,1-Jan,1,1,9,4,2,3,49.5,413,345,84,7,20,12,13,60,9,39,12,11,19,59,32,15,7,5,0,1,0
1057,3-4-1-2,1-Jan,1,1,8,6,2,0,50.5,423,352,83,8,21,13,12,62,14,61,11,12,15,56,27,10,9,5,0,1,0
1058,3/5/2002,2-Jan,2,1,7,2,5,0,32.7,292,214,73,4,16,8,7,50,21,70,9,21,14,67,21,32,13,2,1,0,0
1058,4-3-1-2,2-Jan,1,2,5,1,2,2,67.3,597,509,85,4,17,7,8,41,9,30,21,9,16,67,24,8,6,5,0,0,1
1059,3/5/2002,3-Jan,3,1,23,7,11,5,67.3,599,508,85,16,12,8,10,67,23,66,12,23,14,58,24,12,8,7,1,0,0
1059,4-2-3-1,3-Jan,1,3,10,2,4,4,32.7,275,191,69,6,15,10,8,67,12,34,23,12,11,58,19,18,22,6,0,0,1
1060,3/5/2002,1-Apr,4,1,13,5,6,2,38.8,298,224,75,12,15,10,4,67,6,32,6,13,11,73,15,15,16,4,1,0,0
1060,4-3-1-2,1-Apr,1,4,15,4,2,9,61.2,454,371,82,9,9,4,10,44,13,68,13,6,14,58,24,14,10,7,0,0,1
1061,3/4/2003,1-Feb,2,1,19,7,7,5,61.1,506,414,82,16,15,8,3,53,16,59,14,13,11,79,14,5,9,12,1,0,0
1061,4-2-3-1,1-Feb,1,2,6,2,3,1,38.9,323,232,72,6,9,3,8,33,11,41,13,14,18,69,26,24,15,0,0,0,1
1062,3/5/2002,1-Jan,1,1,13,5,7,1,46.6,385,270,70,10,14,10,10,71,14,56,17,8,9,47,19,26,11,3,0,1,0
1062,3-4-2-1,1-Jan,1,1,7,3,2,2,53.4,431,322,75,4,15,10,10,67,11,44,8,17,9,47,19,9,5,7,0,1,0
1063,4/3/2003,Jan-00,1,0,6,3,3,0,50.2,435,361,83,4,14,11,2,79,10,42,8,16,11,85,13,11,8,2,1,0,0
1063,3-4-1-2,Jan-00,0,1,7,1,4,2,49.8,432,347,80,5,9,2,11,22,14,58,16,8,11,50,22,5,11,1,0,0,1
1064,4-2-3-1,0 - 2,2,0,13,5,5,3,41.6,422,346,82,11,28,15,9,54,15,48,8,23,17,65,26,32,13,3,1,0,0
1064,3/5/2002,0 - 2,0,2,29,8,10,11,58.4,570,495,87,21,17,9,15,53,16,52,23,8,19,56,34,3,6,8,0,0,1
1065,4-3-2-1,1-Jan,1,1,12,3,4,5,45.9,375,294,78,10,11,5,3,45,24,63,12,26,18,86,21,17,5,7,0,1,0
1065,3-4-2-1,1-Jan,1,1,10,3,4,3,54.1,434,352,81,9,11,3,5,27,14,37,26,12,17,77,22,14,8,9,0,1,0
