id_match,formations,score,goals,goals_past,total_shots,shots_on_target,shots_off_target,blocked_shots,total_possession,total_passes,accurate_passes,pass_success,key_passes,dribbles_attempted,dribbles,dribbles_past,dribbles_success,aerials_won,aerial_success,offensive_aerials,defensive_aerials,tackles,tackle_success,tackles_attempted,clearances,interceptions,corners,win,draw,lose
496,3/5/2002,3-Mar,3,3,10,4,4,2,47.8,335,226,67,7,8,2,12,25,15,37,16,25,21,64,33,35,7,2,0,1,0
497,4/3/2003,1-Feb,2,1,8,4,2,2,37,333,225,68,7,8,4,19,50,23,49,31,16,16,46,35,24,13,5,1,0,0
497,4/4/2002,1-Feb,1,2,17,5,4,8,63,568,471,83,13,27,19,4,70,24,51,16,31,10,71,14,14,14,7,0,0,1
498,3-4-2-1,1-Feb,2,1,13,4,3,6,43.2,392,314,80,7,28,12,13,43,21,64,18,15,18,58,31,22,13,4,1,0,0
498,3-3-3-1,1-Feb,1,2,18,7,7,4,56.8,521,430,83,12,24,13,12,54,12,36,15,18,20,63,32,19,14,8,0,0,1
499,4-2-3-1,1-Apr,1,4,9,3,5,1,61.3,553,442,80,8,20,11,4,55,20,57,9,26,13,76,17,18,7,3,0,0,1
499,4-1-4-1,1-Apr,4,1,20,7,6,7,38.7,335,224,67,13,11,4,11,36,15,43,26,9,22,67,33,13,12,9,1,0,0
500,3-4-2-1,Jan-00,1,0,15,5,7,3,52.4,530,452,85,12,21,14,9,67,11,50,8,14,17,65,26,20,14,7,1,0,0
500,4-2-3-1,Jan-00,0,1,8,3,3,2,47.6,482,416,86,5,21,9,14,43,11,50,14,8,12,46,26,22,12,3,0,0,1
501,4-4-1-1,Feb-00,2,0,24,6,12,6,65.6,646,563,87,19,20,15,9,75,12,71,7,10,14,61,23,12,3,4,1,0,0
501,4/4/2002,Feb-00,0,2,9,5,2,2,34.4,328,262,80,5,16,9,15,56,5,29,10,7,13,46,28,20,11,4,0,0,1
502,3/5/2002,Jan-00,1,0,6,4,2,0,39.7,359,244,68,3,27,16,13,59,12,32,20,17,19,59,32,18,11,3,1,0,0
502,4-4-1-1,Jan-00,0,1,14,5,4,5,60.3,536,445,83,10,24,13,16,54,25,68,17,20,19,54,35,26,7,3,0,0,1
503,4-2-3-1,0 - 0,0,0,20,4,14,2,56.5,496,387,78,15,31,16,7,52,17,55,20,11,11,61,18,13,11,6,0,1,0
503,4-2-3-1,0 - 0,0,0,11,4,5,2,43.5,379,266,70,8,12,7,16,58,14,45,11,20,28,64,44,18,15,1,0,1,0
504,4/4/2002,Jan-00,1,0,15,4,6,5,34.1,326,259,79,13,23,15,13,65,17,49,20,15,11,46,24,35,24,3,1,0,0
504,3-4-2-1,Jan-00,0,1,12,2,7,3,65.9,639,543,85,12,17,13,15,76,18,51,15,20,15,50,30,15,5,7,0,0,1
505,4-3-1-2,1-Jan,1,1,3,2,1,0,34.3,318,236,74,1,19,9,8,47,11,50,10,12,21,72,29,38,9,2,0,1,0
505,3-4-2-1,1-Jan,1,1,24,6,10,8,65.7,586,505,86,13,19,8,9,42,11,50,12,10,16,64,25,6,12,15,0,1,0
506,4-2-3-1,2-Jan,1,2,8,3,4,1,63.3,577,501,87,7,20,8,8,40,13,52,12,13,20,71,28,6,9,7,0,0,1
506,4/3/2003,2-Jan,2,1,10,3,5,2,36.7,340,270,79,7,9,8,8,89,12,48,13,12,24,75,32,25,6,3,1,0,0
507,4-2-3-1,2-Apr,4,2,18,8,4,6,56.7,410,285,70,16,13,10,9,77,30,57,20,33,22,71,31,17,11,8,1,0,0
507,4-1-4-1,2-Apr,2,4,17,5,8,4,43.3,303,185,61,12,15,9,10,60,23,43,33,20,14,58,24,12,13,6,0,0,1
508,4/3/2003,Apr-00,4,0,20,6,9,5,64.5,613,492,80,16,16,8,7,50,14,41,10,24,13,65,20,24,6,5,1,0,0
508,3/4/2003,Apr-00,0,4,7,3,1,3,35.5,338,231,68,4,18,7,8,39,20,59,24,10,16,67,24,30,13,7,0,0,1
509,4/3/2003,1-Feb,2,1,19,9,6,4,68.5,728,658,90,15,15,6,11,40,11,46,16,8,15,58,26,11,5,8,1,0,0
509,4-2-3-1,1-Feb,1,2,5,3,1,1,31.5,330,260,79,3,17,11,6,65,13,54,8,16,16,73,22,18,11,4,0,0,1
510,4-1-4-1,0 - 0,0,0,14,4,7,3,43.1,443,372,84,11,24,11,9,46,8,42,10,9,23,72,32,13,8,4,0,1,0
510,3/4/2003,0 - 0,0,0,5,2,3,0,56.9,601,515,86,3,20,9,11,45,11,58,9,10,21,66,32,15,10,3,0,1,0
511,4/3/2003,2-Jan,1,2,9,3,3,3,36,333,269,81,9,10,5,11,50,14,56,17,8,25,69,36,17,11,4,0,0,1
511,4-2-3-1,2-Jan,2,1,17,7,5,5,64,611,547,90,12,22,11,5,50,11,44,8,17,11,69,16,13,9,11,1,0,0
512,4/3/2003,4-Jan,4,1,16,7,5,4,68.7,599,489,82,12,15,8,8,53,22,59,14,23,15,65,23,14,9,11,1,0,0
512,4/4/2002,4-Jan,1,4,8,2,2,4,31.3,269,168,62,6,16,8,8,50,15,41,23,14,9,53,17,18,16,3,0,0,1
513,4-1-4-1,Jan-00,1,0,15,3,3,9,61.9,474,378,80,9,18,4,18,22,12,57,10,11,23,56,41,18,12,7,1,0,0
513,4/3/2003,Jan-00,0,1,9,1,4,4,38.1,286,199,70,5,26,18,4,69,9,43,10,11,21,84,25,17,13,4,0,0,1
514,4-1-4-1,2-Jan,1,2,14,6,4,4,49.8,399,276,69,10,14,8,9,57,29,46,43,20,10,53,19,9,15,6,0,0,1
514,3-4-2-1,2-Jan,2,1,8,4,3,1,50.2,422,304,72,5,11,9,8,82,34,54,20,43,12,60,20,40,15,0,1,0,0
515,4-2-3-1,1-Jan,1,1,14,6,6,2,34.3,271,197,73,9,17,11,8,65,11,41,17,10,13,62,21,18,14,9,0,1,0
515,4-2-3-1,1-Jan,1,1,9,3,4,2,65.7,540,462,86,7,16,8,11,50,16,59,10,17,19,63,30,28,5,5,0,1,0
516,3/4/2003,0 - 0,0,0,16,2,9,5,65.2,589,470,80,12,29,18,10,62,28,52,25,29,14,58,24,18,10,5,0,1,0
516,4/4/2002,0 - 0,0,0,6,1,3,2,34.8,306,202,66,5,16,10,18,63,26,48,29,25,19,51,37,37,9,5,0,1,0
517,4-2-3-1,2-Mar,3,2,14,10,3,1,44.5,431,354,82,13,9,4,14,44,22,58,18,20,18,56,32,18,9,3,1,0,0
517,4-4-1-1,2-Mar,2,3,17,8,5,4,55.5,526,440,84,12,19,14,4,74,16,42,20,18,10,71,14,14,9,8,0,0,1
518,4/4/2002,1-Jan,1,1,9,1,6,2,31.4,262,181,69,8,15,8,5,53,7,32,15,7,8,62,13,14,10,2,0,1,0
518,4-1-4-1,1-Jan,1,1,16,6,5,5,68.6,569,495,87,12,8,5,8,63,15,68,7,15,17,68,25,8,14,5,0,1,0
519,4/4/2002,2-Feb,2,2,15,7,4,4,44.5,356,244,69,13,18,14,12,78,23,40,38,20,12,50,24,17,15,2,0,1,0
519,4-2-3-1,2-Feb,2,2,15,6,6,3,55.5,443,330,74,9,17,12,14,71,35,60,20,38,11,44,25,15,7,4,0,1,0
520,3-4-2-1,Feb-00,2,0,11,6,3,2,47,464,353,76,9,15,8,4,53,25,57,11,33,8,67,12,26,12,11,1,0,0
520,3/5/2002,Feb-00,0,2,6,2,3,1,53,521,416,80,4,6,4,8,67,19,43,33,11,10,56,18,20,15,5,0,0,1
521,4-2-3-1,1-Feb,1,2,12,5,5,2,58.9,524,424,81,9,14,8,9,57,21,58,21,15,16,64,25,11,12,6,0,0,1
521,4/3/2003,1-Feb,2,1,13,4,4,5,41.1,359,271,75,12,10,9,8,90,15,42,15,21,21,72,29,21,10,3,1,0,0
522,4-2-3-1,1-Feb,1,2,10,3,4,3,63.9,588,486,83,10,12,11,6,92,14,47,15,15,19,76,25,13,10,3,0,0,1
522,4-4-1-1,1-Feb,2,1,11,5,3,3,36.1,329,228,69,7,14,6,11,43,16,53,15,15,13,54,24,12,11,3,1,0,0
523,3/4/2003,2-Feb,2,2,13,6,4,3,63.1,510,407,80,12,15,8,9,53,18,49,12,25,18,67,27,18,16,5,0,1,0
523,3/5/2002,2-Feb,2,2,9,3,2,4,36.9,308,210,68,7,16,9,8,56,19,51,25,12,18,69,26,28,15,1,0,1,0
524,4-2-2-2,Jan-00,1,0,16,3,7,6,61.3,530,436,82,14,14,5,6,36,17,45,19,19,24,80,30,14,8,9,1,0,0
524,4/3/2003,Jan-00,0,1,8,2,3,3,38.7,331,236,71,6,10,6,5,60,21,55,19,19,23,82,28,22,8,6,0,0,1
525,4/4/2002,Jan-00,1,0,19,4,4,11,47.8,322,214,66,11,11,9,7,82,27,47,23,35,13,65,20,24,2,10,1,0,0
525,4/4/2002,Jan-00,0,1,10,1,5,4,52.2,356,254,71,7,13,7,9,54,31,53,35,23,15,63,24,20,10,3,0,0,1
526,3/5/2002,1-Jan,1,1,14,4,4,6,55.6,410,285,70,8,8,6,12,75,17,47,15,21,21,64,33,22,6,2,0,1,0
526,4/4/2002,1-Jan,1,1,14,4,6,4,44.4,314,205,65,10,20,12,6,60,19,53,21,15,12,67,18,16,7,6,0,1,0
527,3-4-2-1,Mar-00,3,0,17,7,8,2,40.8,459,394,86,12,16,9,8,56,11,50,6,16,10,56,18,27,11,6,1,0,0
527,5/3/2002,Mar-00,0,3,10,1,6,3,59.2,667,589,88,9,13,8,9,62,11,50,16,6,18,67,27,6,6,4,0,0,1
528,4-1-4-1,3-Jan,1,3,11,4,6,1,22.9,239,157,66,10,13,4,8,31,11,48,14,9,15,65,23,19,11,5,0,0,1
528,4/3/2003,3-Jan,3,1,26,13,8,5,77.1,830,762,92,22,20,8,4,40,12,52,9,14,15,79,19,7,13,11,1,0,0
529,3-4-2-1,2-Mar,3,2,11,5,6,0,36.2,335,250,75,7,7,6,9,86,17,55,16,15,13,59,22,27,5,1,1,0,0
529,3-4-2-1,2-Mar,2,3,19,7,4,8,63.8,588,507,86,15,15,9,6,60,14,45,15,16,6,50,12,9,6,9,0,0,1
530,3/4/2003,0 - 1,0,1,3,1,2,0,32.9,320,224,70,3,15,10,8,67,4,27,4,11,21,72,29,29,10,2,0,0,1
530,4/3/2003,0 - 1,1,0,17,5,8,4,67.1,641,544,85,11,12,8,10,67,11,73,11,4,15,60,25,7,9,8,1,0,0
531,4/4/2002,Mar-00,0,3,11,6,2,3,38.7,320,237,74,7,5,2,5,40,22,51,23,20,12,71,17,24,8,8,0,0,1
531,4-4-1-1,Mar-00,3,0,15,5,7,3,61.3,507,405,80,13,10,5,2,50,21,49,20,23,8,80,10,11,7,9,1,0,0
532,3/5/2002,1-Feb,2,1,14,5,4,5,63.4,472,350,74,9,13,6,6,46,25,41,37,24,20,77,26,9,11,8,1,0,0
532,4-2-3-1,1-Feb,1,2,6,2,3,1,36.6,281,163,58,5,15,6,6,40,36,59,24,37,17,74,23,35,8,2,0,0,1
533,3-4-2-1,0 - 2,2,0,17,7,4,6,51.8,551,481,87,14,13,4,6,31,11,52,5,16,11,65,17,22,8,3,1,0,0
533,4-2-3-1,0 - 2,0,2,15,0,7,8,48.2,496,424,85,10,7,6,4,86,10,48,16,5,16,80,20,12,11,6,0,0,1
534,4-2-3-1,0 - 0,0,0,16,3,8,5,59.9,471,350,74,13,20,10,8,50,29,55,19,34,10,56,18,14,4,14,0,1,0
534,4/4/2002,0 - 0,0,0,9,1,5,3,40.1,310,199,64,7,11,8,10,73,24,45,34,19,19,66,29,29,6,6,0,1,0
535,3/4/2003,2-Mar,3,2,16,6,5,5,57.8,415,348,84,8,16,8,10,50,16,67,16,8,18,64,28,12,12,5,1,0,0
535,4-3-1-2,2-Mar,2,3,12,5,1,6,42.2,304,223,73,7,18,10,8,56,8,33,8,16,23,74,31,13,9,2,0,0,1
536,4-1-4-1,1-Mar,1,3,12,6,1,5,38.8,306,215,70,6,19,12,10,63,14,34,27,14,25,71,35,25,5,2,0,0,1
536,4/3/2003,1-Mar,3,1,17,6,5,6,61.2,487,406,83,11,19,10,12,53,27,66,14,27,15,56,27,19,4,8,1,0,0
537,4/4/2002,Apr-00,0,4,12,3,3,6,52.7,431,344,80,7,19,11,4,58,16,53,11,19,26,87,30,12,4,6,0,0,1
537,4-2-3-1,Apr-00,4,0,8,5,2,1,47.3,400,317,79,5,8,4,11,50,14,47,19,11,20,65,31,26,6,4,1,0,0
538,4/3/2003,Jan-00,0,1,4,0,2,2,37.7,329,233,71,3,19,13,10,68,7,25,16,12,21,68,31,23,7,3,0,0,1
538,4/3/2003,Jan-00,1,0,20,5,8,7,62.3,551,452,82,14,19,10,13,53,21,75,12,16,17,57,30,19,10,11,1,0,0
539,3/5/2002,Jan-00,0,1,2,1,1,0,29,310,231,75,2,19,11,9,58,10,50,7,13,14,61,23,29,17,1,0,0,1
539,4/3/2003,Jan-00,1,0,24,10,8,6,71,746,679,91,19,18,9,11,50,10,50,13,7,11,50,22,1,12,14,1,0,0
540,4/3/2003,0 - 1,0,1,11,5,1,5,47.2,440,341,78,8,14,8,9,57,15,42,24,12,9,50,18,23,13,8,0,0,1
540,4-2-2-2,0 - 1,1,0,13,5,4,4,52.8,501,409,82,8,15,9,8,60,21,58,12,24,21,72,29,21,8,6,1,0,0
541,4-2-3-1,Feb-00,0,2,7,1,3,3,43.8,387,314,81,4,14,9,10,64,20,53,20,18,18,64,28,21,11,2,0,0,1
541,4-4-1-1,Feb-00,2,0,21,8,5,8,56.2,501,420,84,11,16,10,9,63,18,47,18,20,22,71,31,19,5,5,1,0,0
542,4-2-3-1,3-Jan,3,1,13,5,2,6,56.3,519,411,79,9,23,14,5,61,31,65,18,30,19,79,24,35,12,9,1,0,0
542,3/5/2002,3-Jan,1,3,18,9,4,5,43.7,405,291,72,12,11,5,14,45,17,35,29,19,17,55,31,30,7,6,0,0,1
543,4/3/2003,0 - 1,0,1,12,2,7,3,59.3,524,441,84,8,15,8,17,53,9,45,16,4,16,48,33,10,10,7,0,0,1
543,3/4/2003,0 - 1,1,0,8,5,2,1,40.7,365,283,78,5,23,17,8,74,11,55,4,16,17,68,25,22,10,4,1,0,0
544,4/4/2002,0 - 0,0,0,13,2,7,4,51.6,391,270,69,7,21,11,8,52,24,51,21,26,14,64,22,21,6,4,0,1,0
544,4/4/2002,0 - 0,0,0,11,5,4,2,48.4,359,245,68,11,16,8,11,50,23,49,26,21,16,59,27,28,19,7,0,1,0
545,3/5/2002,3-Feb,3,2,27,10,10,7,51.2,592,521,88,19,24,16,8,67,14,58,18,6,20,71,28,13,14,8,1,0,0
545,3/5/2002,3-Feb,2,3,14,4,5,5,48.8,569,491,86,7,16,8,16,50,10,42,6,18,17,52,33,20,11,3,0,0,1
546,4/3/2003,0 - 2,0,2,7,3,1,3,50.2,451,373,83,5,13,8,10,62,14,54,10,16,23,70,33,27,12,7,0,0,1
546,4/3/2003,0 - 2,2,0,17,6,3,8,49.8,447,371,83,14,23,10,8,43,12,46,16,10,17,68,25,16,7,10,1,0,0
547,4/3/2003,2-Feb,2,2,9,6,2,1,59.7,448,333,74,5,22,11,7,50,24,52,15,31,20,74,27,30,10,4,0,1,0
547,4/4/2002,2-Feb,2,2,15,4,7,4,40.3,299,193,65,9,11,7,11,64,22,48,31,15,24,69,35,24,11,6,0,1,0
548,5/4/2001,1-Jan,1,1,5,3,1,1,19.9,194,108,56,3,13,9,13,69,14,44,19,13,19,59,32,22,9,1,0,1,0
548,3-4-2-1,1-Jan,1,1,23,10,10,3,80.1,777,698,90,16,24,13,9,54,18,56,13,19,11,55,20,7,2,7,0,1,0
549,4/5/2001,1-Mar,1,3,5,3,2,0,25.8,258,155,60,1,10,6,8,60,9,36,15,10,24,75,32,28,22,0,0,0,1
549,4/3/2003,1-Mar,3,1,23,8,9,6,74.2,738,628,85,13,13,8,6,62,16,64,10,15,12,67,18,3,9,11,1,0,0
550,4-2-3-1,Jul-00,0,7,6,3,2,1,35.8,338,273,81,4,11,8,17,73,4,33,4,8,15,47,32,13,7,2,0,0,1
550,4-2-3-1,Jul-00,7,0,31,15,9,7,64.2,608,557,92,24,31,17,8,55,8,67,8,4,12,60,20,12,9,6,1,0,0
551,5/3/2002,1-Jan,1,1,10,5,2,3,28.7,231,158,68,6,7,0,1,0,15,52,24,5,11,92,12,27,2,6,0,1,0
551,4-3-2-1,1-Jan,1,1,22,9,7,6,71.3,587,529,90,17,5,1,0,20,14,48,5,24,16,100,16,20,3,13,0,1,0
552,4/3/2003,1-Jan,1,1,13,3,8,2,36.7,353,259,73,12,14,10,6,71,21,53,22,18,14,70,20,13,13,5,0,1,0
552,4-2-3-1,1-Jan,1,1,11,3,1,7,63.3,631,517,82,8,14,6,10,43,19,48,18,22,11,52,21,15,4,4,0,1,0
553,4-2-3-1,4-Jan,1,4,9,2,6,1,50.9,405,312,77,6,15,11,6,73,6,35,5,12,14,70,20,15,9,1,0,0,1
553,4-2-3-1,4-Jan,4,1,21,12,3,6,49.1,392,305,78,17,13,6,11,46,11,65,12,5,13,54,24,8,11,4,1,0,0
554,4-2-3-1,Feb-00,2,0,19,7,4,8,50,512,418,82,15,24,18,5,75,14,70,11,9,18,78,23,14,8,10,1,0,0
554,4-1-2-1-2,Feb-00,0,2,10,3,6,1,50,516,435,84,8,14,5,18,36,6,30,9,11,17,49,35,17,22,2,0,0,1
555,4-2-3-1,0 - 4,4,0,18,7,8,3,71.9,709,646,91,17,18,11,9,61,8,40,6,14,21,70,30,9,5,6,1,0,0
555,4/5/2001,0 - 4,0,4,5,1,4,0,28.1,265,215,81,4,18,9,11,50,12,60,14,6,13,54,24,16,11,3,0,0,1
556,3/5/2002,1-Apr,1,4,5,4,0,1,51.1,428,313,73,4,17,10,8,59,20,54,15,22,15,65,23,14,7,2,0,0,1
556,3/5/2002,1-Apr,4,1,12,6,4,2,48.9,407,304,75,9,13,8,10,62,17,46,22,15,16,62,26,20,16,5,1,0,0
557,4/3/2003,2-Feb,2,2,18,6,6,6,56.3,519,423,82,13,12,6,9,50,11,41,19,8,25,74,34,15,11,4,0,1,0
557,5/3/2002,2-Feb,2,2,10,5,3,2,43.7,413,315,76,9,20,9,6,45,16,59,8,19,15,71,21,25,8,6,0,1,0
558,4/3/2003,4-Jan,1,4,8,1,4,3,45.3,456,363,80,8,21,7,7,33,10,50,11,9,11,61,18,13,8,6,0,0,1
558,4/3/2003,4-Jan,4,1,7,5,2,0,54.7,556,469,84,6,12,7,7,58,10,50,9,11,23,77,30,20,6,4,1,0,0
559,4-2-3-1,Feb-00,2,0,13,5,5,3,61.6,550,463,84,12,19,11,7,58,16,57,14,14,8,53,15,13,7,11,1,0,0
559,4-2-3-1,Feb-00,0,2,7,3,3,1,38.4,337,250,74,6,11,7,11,64,12,43,14,14,15,58,26,13,12,2,0,0,1
560,3-4-2-1,0 - 0,0,0,8,1,1,6,63.1,739,649,88,7,23,14,4,61,14,56,12,13,16,80,20,18,16,9,0,1,0
560,3/5/2002,0 - 0,0,0,4,1,1,2,36.9,433,337,78,3,10,4,14,40,11,44,13,12,17,55,31,26,13,4,0,1,0
561,3-4-2-1,3-Jan,3,1,10,4,3,3,57.9,609,541,89,7,16,10,9,63,8,53,9,6,17,65,26,18,16,5,1,0,0
561,4-3-1-2,3-Jan,1,3,8,1,2,5,42.1,446,382,86,6,19,9,10,47,7,47,6,9,17,63,27,22,12,2,0,0,1
562,4-1-2-1-2,Feb-00,2,0,15,5,7,3,50.4,467,375,80,9,16,9,15,56,20,57,16,19,13,46,28,23,11,6,1,0,0
562,3/5/2002,Feb-00,0,2,16,6,6,4,49.6,450,348,77,13,18,15,9,83,15,43,19,16,16,64,25,21,12,9,0,0,1
563,4/3/2003,2-Mar,2,3,16,4,4,8,49.1,324,207,64,11,17,12,8,71,21,41,23,28,19,70,27,35,9,6,0,0,1
563,4/4/2002,2-Mar,3,2,13,4,6,3,50.9,337,221,66,8,22,8,12,36,30,59,28,23,11,48,23,27,17,9,1,0,0
564,4/3/2003,Jun-00,6,0,23,15,5,3,63.7,672,583,87,17,32,20,11,63,9,90,7,3,8,42,19,8,12,4,1,0,0
564,4-1-4-1,Jun-00,0,6,3,2,1,0,36.3,378,280,74,2,12,11,20,92,1,10,3,7,21,51,41,9,15,0,0,0,1
565,4/3/2003,3-Jun,6,3,17,9,3,5,71.8,736,693,94,9,23,16,12,70,2,40,2,3,7,37,19,9,3,14,1,0,0
565,4-4-1-1,3-Jun,3,6,14,8,5,1,28.2,289,251,87,11,14,12,16,86,3,60,3,2,15,48,31,25,9,4,0,0,1
566,4-2-2-2,1-Jan,1,1,13,4,3,6,68.6,566,455,80,11,25,11,12,44,16,64,7,18,17,59,29,19,10,3,0,1,0
566,4/5/2001,1-Jan,1,1,13,8,3,2,31.4,259,167,64,9,20,12,11,60,9,36,18,7,18,62,29,20,17,2,0,1,0
567,4-2-3-1,0 - 5,0,5,4,2,1,1,35.2,314,228,73,4,7,2,11,29,10,30,14,19,17,61,28,12,13,3,0,0,1
567,4-2-3-1,0 - 5,5,0,16,6,4,6,64.8,585,493,84,10,20,11,2,55,23,70,19,14,13,87,15,9,8,5,1,0,0
568,3-4-2-1,Mar-00,3,0,17,6,6,5,59.7,602,548,91,16,18,9,6,50,15,63,10,14,23,79,29,9,12,4,1,0,0
568,4/3/2003,Mar-00,0,3,4,0,2,2,40.3,406,336,83,4,18,6,9,33,9,38,14,10,18,67,27,7,12,2,0,0,1
569,4-2-3-1,3-Feb,2,3,11,5,3,3,55.8,451,362,80,10,14,8,9,57,19,48,24,16,13,59,22,11,9,10,0,0,1
569,4-1-4-1,3-Feb,3,2,11,6,2,3,44.2,378,290,77,9,12,9,8,75,21,53,16,24,19,70,27,37,13,2,1,0,0
570,4/3/2003,Apr-00,0,4,9,0,5,4,34.2,343,269,78,5,16,11,6,69,12,40,21,9,13,68,19,17,7,2,0,0,1
570,3-4-2-1,Apr-00,4,0,10,5,4,1,65.8,666,591,89,7,14,6,11,43,18,60,9,21,10,48,21,8,9,5,1,0,0
571,4-2-3-1,1-Feb,2,1,26,5,11,10,55.5,508,421,83,21,27,18,9,67,11,48,10,13,12,57,21,9,4,5,1,0,0
571,3/4/2003,1-Feb,1,2,6,2,4,0,44.5,407,303,74,4,15,9,18,60,12,52,13,10,21,54,39,23,16,4,0,0,1
572,4/3/2003,0 - 1,1,0,12,3,5,4,76.3,716,634,89,8,12,7,2,58,18,55,11,22,11,85,13,10,8,5,1,0,0
572,3/5/2002,0 - 1,0,1,6,2,2,2,23.7,217,136,63,3,6,2,7,33,15,45,22,11,17,71,24,17,16,3,0,0,1
573,3-4-2-1,1-Jan,1,1,11,5,3,3,47.7,430,343,80,8,14,7,14,50,20,59,22,12,23,62,37,26,10,10,0,1,0
573,3-4-2-1,1-Jan,1,1,18,6,8,4,52.3,473,379,80,13,21,14,7,67,14,41,12,22,23,77,30,19,9,8,0,1,0
574,4-1-4-1,4-Jan,1,4,14,5,5,4,43,316,209,66,8,18,11,9,61,25,57,24,20,16,64,25,20,13,4,0,0,1
574,4-2-3-1,4-Jan,4,1,13,6,3,4,57,423,316,75,11,17,9,11,53,19,43,20,24,15,58,26,15,16,5,1,0,0
575,4-2-3-1,Mar-00,0,3,12,3,2,7,49.1,376,298,79,8,18,6,9,33,14,41,22,12,16,64,25,23,5,8,0,0,1
575,4/3/2003,Mar-00,3,0,19,6,6,7,50.9,391,306,78,12,14,9,6,64,20,59,12,22,26,81,32,14,6,8,1,0,0
576,4-2-3-1,Jan-00,1,0,9,3,3,3,38.3,276,183,66,5,16,7,6,44,31,47,27,39,18,75,24,28,3,5,1,0,0
576,4/3/2003,Jan-00,0,1,17,6,6,5,61.7,447,344,77,11,18,6,7,33,35,53,39,27,15,68,22,11,2,7,0,0,1
577,4-2-3-1,0 - 3,0,3,4,1,2,1,50.9,419,329,79,3,26,15,18,58,6,40,9,6,25,58,43,12,6,3,0,0,1
577,4-3-1-2,0 - 3,3,0,15,9,2,4,49.1,405,337,83,13,29,18,15,62,9,60,6,9,15,50,30,19,9,5,1,0,0
578,4/3/2003,Jan-00,0,1,21,4,12,5,63.4,588,480,82,13,19,11,8,58,17,46,22,15,15,65,23,6,15,12,0,0,1
578,4-3-1-2,Jan-00,1,0,6,1,2,3,36.6,358,262,73,6,15,8,11,53,20,54,15,22,17,61,28,38,31,1,1,0,0
579,4-2-2-2,1-Mar,3,1,18,6,9,3,57.3,484,377,78,13,9,6,1,67,21,46,18,28,8,89,9,14,5,7,1,0,0
579,4/4/2002,1-Mar,1,3,10,3,4,3,42.7,355,275,77,8,5,1,6,20,25,54,28,18,14,70,20,23,8,5,0,0,1
580,5/3/2002,1-Jan,1,1,9,2,3,4,34.6,290,201,69,5,8,5,5,63,21,51,24,17,15,75,20,26,10,3,0,1,0
580,3-4-2-1,1-Jan,1,1,21,11,5,5,65.4,536,452,84,15,10,5,5,50,20,49,17,24,9,64,14,13,5,7,0,1,0
581,4-2-3-1,2-Jan,2,1,15,2,6,7,71.2,644,572,89,11,18,10,9,56,16,76,4,17,14,61,23,23,2,5,1,0,0
581,4-2-3-1,2-Jan,1,2,7,2,4,1,28.8,249,179,72,3,17,9,10,53,5,24,17,4,16,62,26,15,10,5,0,0,1
582,4/3/2003,1-Feb,1,2,16,5,6,5,54.6,491,402,82,14,19,9,4,47,15,60,10,15,11,73,15,12,6,7,0,0,1
582,3/5/2002,1-Feb,2,1,10,4,6,0,45.4,400,299,75,7,9,4,9,44,10,40,15,10,20,69,29,19,8,3,1,0,0
583,4/3/2003,2-Feb,2,2,10,6,2,2,44.7,463,355,77,5,19,10,13,53,17,63,10,17,12,48,25,20,10,7,0,1,0
583,3-4-2-1,2-Feb,2,2,15,6,5,4,55.3,574,473,82,9,17,13,10,76,10,37,17,10,19,66,29,16,17,6,0,1,0
584,4/3/2003,3-Feb,2,3,22,6,11,5,62.7,558,487,87,18,20,5,7,25,19,59,11,21,15,68,22,17,6,9,0,0,1
584,4-2-3-1,3-Feb,3,2,10,5,4,1,37.3,339,246,73,5,11,7,5,64,13,41,21,11,31,86,36,37,11,1,1,0,0
585,4/4/2002,3-Feb,3,2,12,5,3,4,50.1,425,307,72,7,19,10,16,53,19,44,18,25,25,61,41,33,6,5,1,0,0
585,5/4/2001,3-Feb,2,3,17,6,7,4,49.9,399,288,72,11,30,16,10,53,24,56,25,18,17,63,27,11,9,8,0,0,1
586,4/4/2002,1-Mar,1,3,8,2,4,2,44.7,297,178,60,6,10,5,11,50,34,60,42,15,14,56,25,17,8,3,0,0,1
586,3/4/2003,1-Mar,3,1,22,7,6,9,55.3,360,255,71,18,18,11,5,61,23,40,15,42,18,78,23,21,10,9,1,0,0
587,4-1-4-1,Mar-00,0,3,9,5,4,0,35.1,354,285,81,7,22,8,9,36,5,25,14,6,19,68,28,32,5,2,0,0,1
587,4-2-3-1,Mar-00,3,0,20,8,5,7,64.9,640,573,90,14,21,9,8,43,15,75,6,14,24,75,32,11,4,10,1,0,0
588,3/4/2003,0 - 1,1,0,19,6,7,6,48.7,457,372,81,14,24,12,14,50,12,48,6,19,13,48,27,18,9,8,1,0,0
588,4-2-2-2,0 - 1,0,1,9,2,4,3,51.3,488,391,80,7,20,14,12,70,13,52,19,6,17,59,29,14,12,3,0,0,1
589,4/4/2002,2-Jan,1,2,14,5,4,5,67.8,648,545,84,9,21,12,8,57,19,49,20,19,15,65,23,13,9,12,0,0,1
589,4/3/2003,2-Jan,2,1,8,4,1,3,32.2,306,210,69,6,14,8,12,57,20,51,19,20,21,64,33,28,12,5,1,0,0
590,4/4/2002,0 - 1,0,1,6,4,2,0,25.8,251,168,67,4,19,10,13,53,24,52,28,18,16,55,29,40,8,3,0,0,1
